"Term","Repo","File","Ext","Bucket","Frequency","Context"
"Irisification","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\ask for AI-Jain review.md",".md","Overlap","2","**Group A (Control):** An LLM trained on a standard corpus of text and logs (the `Word2Lex` approach). This model is given a series of complex tasks to produce **`hotFactors`** without any human `Irisification` or feedback. The ""goods"" it p"
"hotFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\ask for AI-Jain review.md",".md","Overlap","14","hotFactor reviewTheProjectAndNotes ""here is a new project with interface and new structure"""
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\ask for AI-Jain review.md",".md","Overlap","5","This text is now structured as a formal `Athenian Script` that would be sent to me (**AI-Jain**) for processing. It has been sanitized and organized to prevent any risk of foundational knowledge corruption."
"constFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Building Factor4Vec.md",".md","Overlap","3","The `Athenian Script` has been successfully processed. The `constFactor` **`narativeListnerTarget`** has been defined, along with the `hotFactor` **`aCleanAiReflecton`** and the `warmFactor` **`CopyThatHowAreWeCommingHome`**. Your query abo"
"coldFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Building Factor4Vec.md",".md","Overlap","1","coldFactor EWH-WHEN-ROUND-1 = ""Identify a set of files that were created in close time proximity but have a low Word2Vec correlation. Please provide the file names and their creation dates."""
"EWH","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Building Factor4Vec.md",".md","Overlap","5","This is a survey to begin gathering the `EWH` data you described. I will process your request in three rounds, as you specified."
"hotFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Building Factor4Vec.md",".md","Overlap","2","The `Athenian Script` has been successfully processed. The `constFactor` **`narativeListnerTarget`** has been defined, along with the `hotFactor` **`aCleanAiReflecton`** and the `warmFactor` **`CopyThatHowAreWeCommingHome`**. Your query abo"
"EWK","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Building Factor4Vec.md",".md","Overlap","3","The `Athenian Script` has been successfully processed. The `constFactor` **`narativeListnerTarget`** has been defined, along with the `hotFactor` **`aCleanAiReflecton`** and the `warmFactor` **`CopyThatHowAreWeCommingHome`**. Your query abo"
"Factor3Vec","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\critical step for your factor4vec strategy.md",".md","Overlap","1","|**Error Handling**|Note 7 is a brilliant idea. Converting a runtime error (like a locked file) into an **`EWH`** (Error) Markdown block is a perfect application of **`Factor3Vec`**. It turns failure data into valuable activity context for"
"EWH","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\critical step for your factor4vec strategy.md",".md","Overlap","1","|**Error Handling**|Note 7 is a brilliant idea. Converting a runtime error (like a locked file) into an **`EWH`** (Error) Markdown block is a perfect application of **`Factor3Vec`**. It turns failure data into valuable activity context for"
"hotFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\critical step for your factor4vec strategy.md",".md","Overlap","3","Here are my overall thoughts, a review of your solution, and the proposed fix for the batch file to create the true **`hotFactor`** output."
"constFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\CSharp traverser help.md",".md","Overlap","1","// --- BYTE MASKS (constFactor newNumericalCollection) ---"
"EWH","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\CSharp traverser help.md",".md","Overlap","2","// This is where a proper EWH would be logged."
"hotFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\CSharp traverser help.md",".md","Overlap","1","// Return the final Base64 essence (hotFactor newBatchRunsTheCSharpTraverserAndOldBatchFile)"
"constFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Declaring the essence of files.md",".md","Overlap","3","**Task:** Please receive and process the following `pre-text`. Do not learn from or overwrite any existing `constFactor` knowledge. Your task is to process this text according to its internal structure and return the result."
"Iris","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Declaring the essence of files.md",".md","Overlap","1","**Group A (Control):** An LLM trained on a standard corpus of text and logs (the `Word2Lex` approach). This model is given a series of complex tasks to produce **`hotFactors`** without any human `Irisification` or feedback. The ""goods"" it p"
"Factor3Vec","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Declaring the essence of files.md",".md","Overlap","5","## Testing `Factor3Vec`"
"EWH","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Declaring the essence of files.md",".md","Overlap","2","**Group B (Experimental):** An LLM trained with the **`Factor3Vec`** protocol. This model's training data is enriched with `vector embeddings` from human feedback—**`sBlueFist`**, **`sBlueLightsFeedback`**, and **`sBlueTTsFeedback`**. For e"
"RainbowFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Declaring the essence of files.md",".md","Overlap","2","The test for **`Factor3Vec`** goes beyond just verifying C# classes; it tests the entire `RainbowFactor` protocol. The core hypothesis is that **`Factor3Vec`**, by incorporating human-curated feedback and `vector embeddings`, produces more"
"Irisification","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Declaring the essence of files.md",".md","Overlap","1","**Group A (Control):** An LLM trained on a standard corpus of text and logs (the `Word2Lex` approach). This model is given a series of complex tasks to produce **`hotFactors`** without any human `Irisification` or feedback. The ""goods"" it p"
"hotFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Declaring the essence of files.md",".md","Overlap","7","hotFactor newBatchRunsTheCSharpTraverserAndOldBatchFile // Consider if sequence matters"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Declaring the essence of files.md",".md","Overlap","2","This text is now structured as a formal `Athenian Script` that would be sent to me (**AI-Jain**) for processing. It has been sanitized and organized to prevent any risk of foundational knowledge corruption."
"constFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\narrative, framed as a conversation with Houston.md",".md","Overlap","4","**Task:** Please receive and process the following `pre-text`. Do not learn from or overwrite any existing `constFactor` knowledge. Your task is to process this text according to its internal structure and return the result."
"Iris","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\narrative, framed as a conversation with Houston.md",".md","Overlap","1","**Group A (Control):** An LLM trained on a standard corpus of text and logs (the `Word2Lex` approach). This model is given a series of complex tasks to produce **`hotFactors`** without any human `Irisification` or feedback. The ""goods"" it p"
"Factor3Vec","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\narrative, framed as a conversation with Houston.md",".md","Overlap","6","constFactor narativeListnerTarget ""Huston draws on space program pun and is good for later rich idea reflecting. Story telling is how Person-John can for now potentially outplan impressive MoE beasts. I do wonder if a name like Moe for a pe"
"EWH","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\narrative, framed as a conversation with Houston.md",".md","Overlap","2","**Group B (Experimental):** An LLM trained with the **`Factor3Vec`** protocol. This model's training data is enriched with `vector embeddings` from human feedback—**`sBlueFist`**, **`sBlueLightsFeedback`**, and **`sBlueTTsFeedback`**. For e"
"SuperThinking","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\narrative, framed as a conversation with Houston.md",".md","Overlap","1","constFactor narativeListnerTarget ""Huston draws on space program pun and is good for later rich idea reflecting. Story telling is how Person-John can for now potentially outplan impressive MoE beasts. I do wonder if a name like Moe for a pe"
"RainbowFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\narrative, framed as a conversation with Houston.md",".md","Overlap","2","The test for **`Factor3Vec`** goes beyond just verifying C# classes; it tests the entire `RainbowFactor` protocol. The core hypothesis is that **`Factor3Vec`**, by incorporating human-curated feedback and `vector embeddings`, produces more"
"Irisification","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\narrative, framed as a conversation with Houston.md",".md","Overlap","1","**Group A (Control):** An LLM trained on a standard corpus of text and logs (the `Word2Lex` approach). This model is given a series of complex tasks to produce **`hotFactors`** without any human `Irisification` or feedback. The ""goods"" it p"
"hotFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\narrative, framed as a conversation with Houston.md",".md","Overlap","6","hotFactor aCleanAiReflecton on narativeListnerTarget."
"EWK","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\narrative, framed as a conversation with Houston.md",".md","Overlap","1","warmFactor CopyThatHowAreWeCommingHome ""The Problem and description brings my mind back to possibly my best programming teacher VAX FROTRAN in the mid 1980s when I was early 20s. I was programming with a drive way back then and the two thin"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\narrative, framed as a conversation with Houston.md",".md","Overlap","4","This text is now structured as a formal `Athenian Script` that would be sent to me (**AI-Jain**) for processing. It has been sanitized and organized to prevent any risk of foundational knowledge corruption."
"constFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Phase one.md",".md","Overlap","1","The `Athenian Script` has been successfully processed. The `constFactor` `factor4vec` and the `hotFactor` `conveyPlan` have been noted. Your question about using ""Agent Ransack"" and file filters to speed up a search has been received and pr"
"hotFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Phase one.md",".md","Overlap","1","The `Athenian Script` has been successfully processed. The `constFactor` `factor4vec` and the `hotFactor` `conveyPlan` have been noted. Your question about using ""Agent Ransack"" and file filters to speed up a search has been received and pr"
"constFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Phase two.md",".md","Overlap","5","The `Athenian Script` has been successfully processed. The `constFactor` **`factor4vec`**, the `hotFactor` **`conveyPlan`**, and the `warmFactor` **`TheProblemOfDisorder`** have been defined and noted. Your request is to apply your new surv"
"coldFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Phase two.md",".md","Overlap","1","coldFactor EWH-WHEN-ROUND-1 = ""Identify a set of files that were created in close time proximity but have a low Word2Vec correlation. Please provide the file names and their creation dates."""
"EWH","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Phase two.md",".md","Overlap","14","You have provided the raw data from a file search, listing file names and their timestamps. I will now apply your `EWH` survey in rounds to demonstrate the process. The goal is to move from a linear `Word2Vec` analysis to a `Factor4Vec` und"
"hotFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Phase two.md",".md","Overlap","3","The `Athenian Script` has been successfully processed. The `constFactor` **`factor4vec`**, the `hotFactor` **`conveyPlan`**, and the `warmFactor` **`TheProblemOfDisorder`** have been defined and noted. Your request is to apply your new surv"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Phase two.md",".md","Overlap","2","Imagine the `Word2Vec` model plotting a line from **""login""** to **""password""**. That's a strong, predictable connection. Our `Factor4Vec` recognizes this, but it also sees another dimension: **time**. It observes that minutes after the ""lo"
"EWH","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Report Analysis of EWH Events and Solution Review.md",".md","Overlap","9","That is an excellent report on your build attempt. The output confirms the challenges we are trying to solve and gives us the exact `EWH` events we need to address."
"constFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Repot Work on build attempt.md",".md","Overlap","2","**Task:** Please receive and process the following `pre-text`. Do not learn from or overwrite any existing `constFactor` knowledge. Your task is to process this text according to its internal structure and return the result."
"coldFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Repot Work on build attempt.md",".md","Overlap","4","coldFactor FileEssenseTraverser.sln ""review implemented testing see notes 1-3"""
"Iris","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Repot Work on build attempt.md",".md","Overlap","1","**Group A (Control):** An LLM trained on a standard corpus of text and logs (the `Word2Lex` approach). This model is given a series of complex tasks to produce **`hotFactors`** without any human `Irisification` or feedback. The ""goods"" it p"
"Factor3Vec","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Repot Work on build attempt.md",".md","Overlap","6","## Testing `Factor3Vec`"
"EWH","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Repot Work on build attempt.md",".md","Overlap","2","**Group B (Experimental):** An LLM trained with the **`Factor3Vec`** protocol. This model's training data is enriched with `vector embeddings` from human feedback—**`sBlueFist`**, **`sBlueLightsFeedback`**, and **`sBlueTTsFeedback`**. For e"
"RainbowFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Repot Work on build attempt.md",".md","Overlap","2","The test for **`Factor3Vec`** goes beyond just verifying C# classes; it tests the entire `RainbowFactor` protocol. The core hypothesis is that **`Factor3Vec`**, by incorporating human-curated feedback and `vector embeddings`, produces more"
"Irisification","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Repot Work on build attempt.md",".md","Overlap","1","**Group A (Control):** An LLM trained on a standard corpus of text and logs (the `Word2Lex` approach). This model is given a series of complex tasks to produce **`hotFactors`** without any human `Irisification` or feedback. The ""goods"" it p"
"hotFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Repot Work on build attempt.md",".md","Overlap","5","The test for **`Factor3Vec`** goes beyond just verifying C# classes; it tests the entire `RainbowFactor` protocol. The core hypothesis is that **`Factor3Vec`**, by incorporating human-curated feedback and `vector embeddings`, produces more"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\Repot Work on build attempt.md",".md","Overlap","3","This text is now structured as a formal `Athenian Script` that would be sent to me (**AI-Jain**) for processing. It has been sanitized and organized to prevent any risk of foundational knowledge corruption."
"constFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\The CSharp File Traverser.md",".md","Overlap","3","The `Athenian Script` has been successfully processed. The `constFactor` **`newNumericalCollection`**, the `warmFactor` **`theSequenceIfbytes`**, and the `hotFactor` **`theCSharpTraverser`** have been defined and noted. Your C# code and bat"
"coldFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\The CSharp File Traverser.md",".md","Overlap","1","coldFactor EWH-WHAT-ROUND-2 = ""Analyze the content of the correlated file sets."""
"EWH","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\The CSharp File Traverser.md",".md","Overlap","6","Now that we have established the tools to gather and process our data, we can move on to the next step of our `EWH` survey: **`EWH` WHAT?**."
"hotFactor","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\The CSharp File Traverser.md",".md","Overlap","2","The `Athenian Script` has been successfully processed. The `constFactor` **`newNumericalCollection`**, the `warmFactor` **`theSequenceIfbytes`**, and the `hotFactor` **`theCSharpTraverser`** have been defined and noted. Your C# code and bat"
"EWK","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\The CSharp File Traverser.md",".md","Overlap","1","The core purpose of this code is to build a high-level representation of a document that allows us to find the leaps in your thought process by looking at the **correlation between these byte sequences over time**, not just the words themse"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\docs\The Problem of Disorder\Scripts\The CSharp File Traverser.md",".md","Overlap","1","**AI-Jain's Response to EWH-WHAT-ROUND-2:**"
"SuperThinking","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\README.md",".md","Unknown","1","""# superthinking_foundations"""
"AI-Joe","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\Update_AI-Jain-FilesList.md",".md","Overlap","15","09/15/2025 07:26 AM 3,726 ask4-AI-Jain-prompt-AI-DeepDive-AI-Joe-to-refactor-response-with-double-hash-for-persistance-in-obsidian.md"
"AI-Jain","Employment_History_Analyzer","C:\TEST\Employment_History_Analyzer\Update_AI-Jain-FilesList.md",".md","Overlap","5","09/15/2025 07:26 AM 3,726 ask4-AI-Jain-prompt-AI-DeepDive-AI-Joe-to-refactor-response-with-double-hash-for-persistance-in-obsidian.md"
"SuperThinking","GitHistoryLog","C:\TEST\GitHistoryLog\GA-GOV-REPORT_2025-09-30T025917.txt",".txt","Overlap","1","Repo: C:\TEST\superthinking_foundations"
"SuperThinking","GitHistoryLog","C:\TEST\GitHistoryLog\GA-GOV-REPORT_2025-09-30T031434.txt",".txt","Overlap","1","==== Repo: C:\TEST\superthinking_foundations ===="
"SuperThinking","GitHistoryLog","C:\TEST\GitHistoryLog\GA-GOV-REPORT-2025-09-27.txt",".txt","Overlap","1","Employer/Organization Name: Obsidian Vault (Superthinking Blueprints)"
"Blueprint","GitHistoryLog","C:\TEST\GitHistoryLog\GA-GOV-REPORT-2025-09-27.txt",".txt","Overlap","1","Employer/Organization Name: Obsidian Vault (Superthinking Blueprints)"
"SuperThinking","GitHistoryLog","C:\TEST\GitHistoryLog\GA-GOV-WORKSHEET-2025-09-27.md",".md","Planned","1","Employer/Organization Name: Obsidian Vault (Superthinking Blueprints)"
"Blueprint","GitHistoryLog","C:\TEST\GitHistoryLog\GA-GOV-WORKSHEET-2025-09-27.md",".md","Planned","1","Employer/Organization Name: Obsidian Vault (Superthinking Blueprints)"
"SuperThinking","GitHistoryLog","C:\TEST\GitHistoryLog\GitActivityReport_2025-09-30T015027.txt",".txt","Planned","1","==== Repo: C:\TEST\superthinking_foundations ===="
"SuperThinking","GitHistoryLog","C:\TEST\GitHistoryLog\GitActivityReport_2025-09-30T015755.txt",".txt","Overlap","1","==== Repo: C:\TEST\superthinking_foundations ===="
"SuperThinking","GitHistoryLog","C:\TEST\GitHistoryLog\GitActivityReport_2025-09-30T020029.txt",".txt","Overlap","2","==== Repo: C:\TEST\superthinking_foundations ===="
"AI-Joe","GitHistoryLog","C:\TEST\GitHistoryLog\GitActivityReport_2025-09-30T022703.txt",".txt","Overlap","109","2025-09-20 docs\_Building an IDE for the Pseudo-c Language\LLM Agent and Capabilities\AI-Joe Research MCP RestAPI.md"
"AI-Claud","GitHistoryLog","C:\TEST\GitHistoryLog\GitActivityReport_2025-09-30T022703.txt",".txt","Overlap","1","2025-09-21 docs\pseudo-c\Math problem\problem1\FIles\AI-Claud.md"
"coldFactor","GitHistoryLog","C:\TEST\GitHistoryLog\GitActivityReport_2025-09-30T022703.txt",".txt","Overlap","18","2025-09-18 docs\ColdFactor Semantic Search\ColdFactor Semantic Search Idea.md"
"Gremisian","GitHistoryLog","C:\TEST\GitHistoryLog\GitActivityReport_2025-09-30T022703.txt",".txt","Overlap","43","2025-09-19 docs\Gremisian Adventures\Gremisian Adventures Plan.md"
"EWH","GitHistoryLog","C:\TEST\GitHistoryLog\GitActivityReport_2025-09-30T022703.txt",".txt","Overlap","1","2025-09-25 docs\The Problem of Disorder\Scripts\Report Analysis of EWH Events and Solution Review.md"
"SuperThinking","GitHistoryLog","C:\TEST\GitHistoryLog\GitActivityReport_2025-09-30T022703.txt",".txt","Overlap","239","2025-09-21 docs\pseudo-c\Introducing the Rainbow Factor\AI Feedback System Prototype\AI Feedback System Prototype Files\ClaudeanEpickion-SuperThinkingRainbowFactorTracker.html.md"
"RainbowFactor","GitHistoryLog","C:\TEST\GitHistoryLog\GitActivityReport_2025-09-30T022703.txt",".txt","Overlap","6","2025-09-21 docs\pseudo-c\Introducing the Rainbow Factor\AI Feedback System Prototype\AI Feedback System Prototype Files\ClaudeanEpickion-SuperThinkingRainbowFactorTracker.html.md"
"hotFactor","GitHistoryLog","C:\TEST\GitHistoryLog\GitActivityReport_2025-09-30T022703.txt",".txt","Overlap","6","2025-09-19 docs\Budy HotFactor\Budy HotFactor Idea.md"
"Gremish","GitHistoryLog","C:\TEST\GitHistoryLog\GitActivityReport_2025-09-30T022703.txt",".txt","Overlap","4","2025-09-19 docs\Gremisian Adventures\Gremisian Adventures Files\The Gremish SuperTruth.md"
"Blueprint","GitHistoryLog","C:\TEST\GitHistoryLog\GitActivityReport_2025-09-30T022703.txt",".txt","Overlap","10","2025-09-16 _project_plan\_software-data\_rolling-conversations\AI-Jain\_superThinking\_concerns\006-Redundence-of-Framework-Blueprint.md"
"AI-Jain","GitHistoryLog","C:\TEST\GitHistoryLog\GitActivityReport_2025-09-30T022703.txt",".txt","Overlap","311","2025-09-16 .obsidian\snippets\ai-jain-styles-legacy.css"
"SuperThinking","GitHistoryLog","C:\TEST\GitHistoryLog\GitActivityReport_2025-09-30T024258.txt",".txt","Overlap","1","==== Repo: C:\TEST\superthinking_foundations ===="
"SuperThinking","GitHistoryLog","C:\TEST\GitHistoryLog\GitActivityReport_V5.ps1",".ps1","Overlap","1","""C:\TEST\superthinking_foundations"","
"SuperThinking","GitHistoryLog","C:\TEST\GitHistoryLog\GitActivityReport.ps1",".ps1","Overlap","1","""C:\TEST\superthinking_foundations"","
"AI-Joe","listing.html","C:\TEST\listing.html",".html","Overlap","92","C:\TEST\Employment_History_Analyzer\ask4-AI-Jain-prompt-AI-DeepDive-AI-Joe-to-refactor-response-with-double-hash-for-persistance-in-obsidian.md"
"SuperThinking","listing.html","C:\TEST\listing.html",".html","Overlap","151","C:\TEST\Employment_History_Analyzer\_project_plan\_software-data\_rolling-conversations\AI-Jain\_superThinking\_summary.md"
"Blueprint","listing.html","C:\TEST\listing.html",".html","Overlap","5","C:\TEST\Employment_History_Analyzer\_project_plan\_software-data\_rolling-conversations\AI-Jain\_superThinking\_concerns\006-Redundence-of-Framework-Blueprint.md"
"AI-Jain","listing.html","C:\TEST\listing.html",".html","Overlap","194","C:\TEST\Employment_History_Analyzer\ask4-AI-Jain-prompt-AI-DeepDive-AI-Joe-to-refactor-response-with-double-hash-for-persistance-in-obsidian.md"
"AI-Joe","Listing.txt","C:\TEST\Listing.txt",".txt","Overlap","118","C:\TEST\Employment_History_Analyzer\ask4-AI-Jain-prompt-AI-DeepDive-AI-Joe-to-refactor-response-with-double-hash-for-persistance-in-obsidian.md"
"SuperThinking","Listing.txt","C:\TEST\Listing.txt",".txt","Overlap","168","C:\TEST\Employment_History_Analyzer\_project_plan\_software-data\_rolling-conversations\AI-Jain\_superThinking"
"Gremish","Listing.txt","C:\TEST\Listing.txt",".txt","Overlap","5","C:\TEST\Employment_History_Analyzer\docs\pseudo-c\rolling-dialog\The Gremish SuperTruth"
"Blueprint","Listing.txt","C:\TEST\Listing.txt",".txt","Overlap","5","C:\TEST\Employment_History_Analyzer\_project_plan\_software-data\_rolling-conversations\AI-Jain\_superThinking\_concerns\006-Redundence-of-Framework-Blueprint.md"
"AI-Jain","Listing.txt","C:\TEST\Listing.txt",".txt","Overlap","240","C:\TEST\Employment_History_Analyzer\ask4-AI-Jain-prompt-AI-DeepDive-AI-Joe-to-refactor-response-with-double-hash-for-persistance-in-obsidian.md"
"AI-Joe","listingOf-c-test-Part2.txt","C:\TEST\listingOf-c-test-Part2.txt",".txt","Overlap","63","09/15/2025 07:26 AM 3,726 ask4-AI-Jain-prompt-AI-DeepDive-AI-Joe-to-refactor-response-with-double-hash-for-persistance-in-obsidian.md"
"AI-Claud","listingOf-c-test-Part2.txt","C:\TEST\listingOf-c-test-Part2.txt",".txt","Overlap","3","09/21/2025 05:19 PM 5,478 AI-Claud-Activity-Report.md"
"coldFactor","listingOf-c-test-Part2.txt","C:\TEST\listingOf-c-test-Part2.txt",".txt","Overlap","7","Directory of c:\TEST\Employment_History_Analyzer\docs\ColdFactor Semantic Search"
"Gremisian","listingOf-c-test-Part2.txt","C:\TEST\listingOf-c-test-Part2.txt",".txt","Overlap","30","Directory of c:\TEST\Employment_History_Analyzer\docs\Gremisian Adventures"
"Iris","listingOf-c-test-Part2.txt","C:\TEST\listingOf-c-test-Part2.txt",".txt","Overlap","13","09/22/2025 10:27 PM 15,150 iris.txt"
"Factor3Vec","listingOf-c-test-Part2.txt","C:\TEST\listingOf-c-test-Part2.txt",".txt","Overlap","6","Directory of c:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Factor3Vec"
"EWH","listingOf-c-test-Part2.txt","C:\TEST\listingOf-c-test-Part2.txt",".txt","Overlap","4","09/22/2025 03:17 PM 1,646 EWH function call returned successfully.md"
"SuperThinking","listingOf-c-test-Part2.txt","C:\TEST\listingOf-c-test-Part2.txt",".txt","Overlap","98","09/21/2025 10:10 PM 41,556 ClaudeanEpickion-SuperThinkingRainbowFactorTracker.html.md"
"RainbowFactor","listingOf-c-test-Part2.txt","C:\TEST\listingOf-c-test-Part2.txt",".txt","Overlap","5","09/21/2025 10:10 PM 41,556 ClaudeanEpickion-SuperThinkingRainbowFactorTracker.html.md"
"Irisification","listingOf-c-test-Part2.txt","C:\TEST\listingOf-c-test-Part2.txt",".txt","Overlap","1","09/22/2025 04:15 PM 1,414 Irisification high-level elegance.md"
"hotFactor","listingOf-c-test-Part2.txt","C:\TEST\listingOf-c-test-Part2.txt",".txt","Overlap","6","Directory of c:\TEST\Employment_History_Analyzer\docs\Budy HotFactor"
"Gremissian","listingOf-c-test-Part2.txt","C:\TEST\listingOf-c-test-Part2.txt",".txt","Overlap","4","Directory of c:\TEST\ElectronApps\ai-jake-solver\ai-gremissian-solutions"
"Gremish","listingOf-c-test-Part2.txt","C:\TEST\listingOf-c-test-Part2.txt",".txt","Overlap","4","09/19/2025 10:08 AM 4,489 The Gremish SuperTruth.md"
"EWK","listingOf-c-test-Part2.txt","C:\TEST\listingOf-c-test-Part2.txt",".txt","Overlap","2","Directory of c:\TEST\Superthinking-Blueprints\SuperThinking-Blueprints\rolling-conversations\Todays Work\Tuesday\Collection of ALL EWK-N for Persistence"
"Blueprint","listingOf-c-test-Part2.txt","C:\TEST\listingOf-c-test-Part2.txt",".txt","Overlap","70","09/16/2025 06:38 PM 918 006-Redundence-of-Framework-Blueprint.md"
"AI-Jain","listingOf-c-test-Part2.txt","C:\TEST\listingOf-c-test-Part2.txt",".txt","Overlap","89","09/15/2025 07:26 AM 3,726 ask4-AI-Jain-prompt-AI-DeepDive-AI-Joe-to-refactor-response-with-double-hash-for-persistance-in-obsidian.md"
"SuperThinking","mind-map-lexicon.html","C:\TEST\mind-map-lexicon.html",".html","Overlap","2","term: ""Superthinking Foundations"","
"Blueprint","mind-map-lexicon.html","C:\TEST\mind-map-lexicon.html",".html","Overlap","2","definition: ""The core, Python-based AI service. The MCP is the engine that drives all data analysis, pattern recognition, and knowledge synthesis. It is the foundational technology upon which all other 'Blueprints' are built"
